,hotel_name,latitude,longitude,city_name,address_lines,search_city
1296,Mercure Paris Montparnasse Tgv,48.83758,2.31872,Paris,"40 Rue Du Cdt Rene Mouchotte, Place De Catalogne",Paris
1297,Mercure Boulogne St Cloud,48.84389,2.22976,Boulogne Billancourt,20-22 Rue Des Abondances,Paris
1298,Residhome Paris Rosa Parks,48.89562,2.37306,Paris,3-7 Rue Gaston Tessier,Paris
1299,Archetype Etoile,48.87619,2.29009,Paris,6 Rue Des Acacias,Paris
1300,Hotel Mazagran,48.87031,2.3514,Paris,4 Rue Mazagran,Paris
1301,Hotel Beausejour,48.86423,2.37512,Paris,71 Avenue Parmentier,Paris
1302,Mercure Paris Saint Ouen,48.90254,2.3309,Saint Ouen,115 Avenue Gabriel Peri,Paris
1303,Ibis Styles Paris Montmartre North,48.89525,2.34091,Paris,77 Rue Du Ruisseau,Paris
1304,Residhome Paris Asnieres,48.91783,2.31603,Asnieres,1 Rue Eugenie Eboue,Paris
1305,Hotel Left Bank Saint-Germain,48.85317,2.33868,Paris,9 Rue De L Ancienne Comedie,Paris
1306,Nomad Hotel Paris Roissy Cdg Airport,49.01973,2.58516,Le Mesnil Amelot,34-36 Rue De Paris,Paris
1307,Ibis Paris Gare Du Nord Tgv,48.87921,2.35578,Paris,31 33 Rue De Saint Quentin,Paris
1308,Best Western Hotel Ronceray Opera,48.87184,2.34192,Paris,10 Boulevard Montmartre,Paris
1309,Appartcity St Germain En Laye,48.90319,2.07365,Saint Germain En Laye,11 Place Christiane Frahier,Paris
1310,Crowne Plaza Paris - Republique,48.86727,2.36551,Paris,10 Place De La Republique,Paris
1311,Tsuba Hotel,48.87775,2.29314,Paris,45 Rue Des Acacias,Paris
1312,Best Western Htl Opera Drouot,48.87307,2.34249,Paris,04 Rue De La Grange Bateliere,Paris
1313,Hor,48.87946,2.35761,Paris,160 Rue La Fayette,Paris
1314,Le Walt By Inwood,48.85473,2.3066,Paris,37 Avenue De La Motte Picquet,Paris
1315,Le Pavillon Des Lettres,48.87137,2.31812,Paris,12 Rue Des Saussaies,Paris
1316,Novotel Paris Rueil Malmaison,48.88799,2.1688,Rueil Malmaison,21 Avenue Edouard Belin,Paris
1317,Ibis Paris Place D Italie 13Th Hotel,48.83271,2.35909,Paris,25 Avenue Stephen Pichon,Paris
1318,Zenao Saint Mande,48.83991,2.41893,Saint-Mande,"""17-19 Rue Jeanne DArc""",Paris
1319,Ac By Marriott Porte Maillot,48.88211,2.28206,Paris,6 Rue Gustave Charpentier,Paris
1320,Campanile Prime - Paris 15 Tour Eiffel,48.85042,2.28874,Paris,"30  Rue Saint Charles, 21 Rue Sextius-Michel",Paris
1321,Kimpton St Honore Paris,48.87029,2.33068,Paris,27-29 Boulevard Des Capucines,Paris
1322,Ibis Paris Grands Boulevards Opera 9Th,48.87421,2.34227,Paris,38 Rue Du Faubourg Montmartre,Paris
1323,De Nell Hotel,48.87326,2.34679,Paris,7-9 Rue Du Conservatoire,Paris
1324,Elsa Hotel Paris,48.8768,2.29206,Paris,27 Avenue Carnot,Paris
1325,Mercure Aparthotel Le Scenario,48.83374,2.25599,Boulogne Billancourt,63 Place Rene Clair,Paris
1326,Adagio Access Vanves Porte De Chatillon,48.81767,2.28727,Vanves,5 Rue Aristide Briand,Paris
1327,Hotel Amelie,48.85928,2.30751,Paris,5 Rue Amelie,Paris
1328,Grand Hotel Clichy,48.89885,2.30733,Clichy,36 Boulevard Jean Jaures,Paris
1329,B&B Hotel Paris Malakoff Parc Des Exposi,48.82475,2.30101,Malakoff,2 Boulevard Charles De Gaulle,Paris
1330,Ibis Styles Paris Gare De Lyon,48.8481,2.372,Paris,52 Avenue Ledru Rollin,Paris
1331,Hotel Romance Malesherbes,48.88641,2.31264,Paris,129 Rue Cardinet,Paris
1332,Bachaumont Hotel Paris,48.86624,2.34507,Paris,18 Rue Bachaumont,Paris
1333,Timhotel Opera Madeleine,48.87529,2.32604,Paris,113 Rue Saint Lazare,Paris
1334,Mercure Maurepas Saint Quentin,48.75952,1.94578,Maurepas,1 Rocade De Camargue,Paris
1335,Kyriad Saint-Fargeau-Ponthierry,48.53745,2.54286,Saint Fargeau Ponthierry,27 Rue De La Saussaie,Paris
1336,Hotel Des Ecrivains,48.83329,2.35604,Paris,8 Rue Coypel,Paris
1337,Montparnasse Alesia,48.83005,2.32022,Paris,147 Ter Rue D Alesia,Paris
1338,Adagio Access Paris Clichy,48.89868,2.30353,Clichy,19 23 Rue Anatole France,Paris
1339,Mercure Paris Eiffel Tower Grenelle,48.85049,2.29263,Paris,64 Boulevard De Grenelle,Paris
1340,Copernic Serviced Apartment Paris 16,48.8689,2.2909,Paris,3 Rue Copernic,Paris
1341,Test Prop3 For Hcr Sys Perf Evaluation -,48.8448,2.36922,Paris,"2314 Stanley Rd, Schoeman St",Paris
1342,Hotel Le Ballu,48.88218,2.32954,Paris,30 Rue Ballu,Paris
1343,Hotel De La Boetie,48.87163,2.30801,Paris,91 Rue La Boetie,Paris
1344,B Montmartre Hotel,48.88359,2.32577,Paris,6 Rue Lecluse,Paris
1345,Hc Boris V.,48.89026,2.2905,Levallois Perret,73 Rue Louise Michel,Paris
1346,Ibis Styles Paris Maine Montparnasse,48.83169,2.32178,Paris,22 Rue Hippolyte Maindron,Paris
1347,Campanile Prime - Suresnes - La Dfense,48.86745,2.2263,Suresnes,15 Blvd Henri Sellier,Paris
1348,New Orient,48.88029,2.3197,Paris,16 Rue De Constantinople,Paris
1349,Campanile Nature - Saint-Germain-En-Laye,48.90451,2.05548,St Germain En Laye,"Route De Mantes - Rn13 - 6, Allee De Pomone",Paris
1350,Aiglon,48.83966,2.33015,Paris,232 Boulevard Raspail,Paris
1351,Monsieur George Hotel,48.87293,2.30256,Paris,17 Rue De Washington,Paris
1352,Campanile Nature - Paris Ouest,48.93729,2.27772,Gennevilliers,41 Route Principale Du Port,Paris
1353,B&B Hotel Paris Gennevilliers Asnieres,48.93113,2.28254,Gennevilliers,"1, Boulevard Beaumarchais",Paris
1354,Europe Hotel Paris Eiffel,48.84958,2.29696,Paris,103 Boulevard De Grenelle,Paris
1355,Du Bresil,48.84644,2.34134,Paris,10 Rue Le Goff,Paris
1356,Hotel La Lanterne & Spa By Timhotel,48.84893,2.34852,Paris,12 Rue De La Montagne Sainte Genevieve,Paris
1357,Hotel Joyce - Astotel,48.87937,2.33417,Paris,29 Rue La Bruyere,Paris
1358,Le Petit Beaumarchais Hotel And Spa,48.85478,2.36898,Paris,8 Boulevard Beaumarchais,Paris
1359,Kyriad Chantilly Sud - Luzarches,49.12537,2.42856,Chaumontel,54 Rue De Paris,Paris
1360,9Hotel Republique,48.87077,2.36052,Paris,7 - 9 Rue Pierre Chausson,Paris
1361,Mercure Paris Opera Louvre,48.87107,2.33954,Paris,95 Rue De Richelieu,Paris
1362,Hotel Miss Fuller,48.87586,2.29441,Paris,11 Avenue Mac-Mahon,Paris
1363,Adagio Paris Malakoff Chatillon,48.8197,2.31021,Malakoff,60 Avenue Pierre Brossolette,Paris
1364,Hotel Belinda,48.84147,2.26271,Paris,73 Rue Boileau,Paris
1365,Hotel Regence Paris,48.88213,2.32579,Paris,33 Rue De Saint Petersbourg,Paris
1366,Quality Aparthotel Massy Palaiseau,48.72097,2.26162,Massy,5 Av. Emile Baudot,Paris
1367,Grand Hotel Du Loiret,48.85695,2.35529,Paris,8 Rue Des Mauvais Garcons,Paris
1368,Ibis Boulogne Billancourt,48.83081,2.23859,Boulogne Billancourt,12 Rue De La Ferme,Paris
1369,Hotel Montfleuri,48.87483,2.29072,Paris,21 Rue De La Grande Armee,Paris
1370,The People Paris Marais,48.85018,2.36298,Paris,17 Boulevard Morland,Paris
1371,Libertel Montmartre Opera,48.88211,2.33456,Paris,32 Rue Duperre,Paris
1372,Citizenm Paris Champs-Elysees,48.87095,2.30587,Paris,128 Rue De La Boetie,Paris
1373,Sejours Affaires Rive Gauche,48.85661,2.77887,Serris,20 Cours Du Danube,Paris
1374,Best Western Premier Trocadero La Tour,48.85834,2.27925,Paris,5 Bis Rue Massenett,Paris
1375,Domaine De Bellevue,48.7681,2.83614,Neufmoutiers-En-Brie,19 Rue De L Eglise,Paris
1376,Campanile Conflans Sainte Honorine,49.00576,2.08609,Conflans St Honorine,Rn184 Et 91 Rue De Cergy,Paris
1377,Golden Tulip Opera De Noailles,48.86959,2.33463,Paris,9 Rue De La Michodiere,Paris
1378,The Social Hub Paris La Defense,48.88469,2.24352,Puteaux,56 Rue Roque De Fillol,Paris
1379,Holiday Inn Paris - Cdg Airport,49.00878,2.51487,Roissy En France Paris,61 Rue Houdart,Paris
1380,Mercure Paris Gennevilliers,48.94072,2.30541,Gennevilliers,"3 Avenue De Louvresses, Zac Des Louvresses",Paris
1381,Hotel Glasgow Monceau,48.88652,2.30943,Paris,3 Rue De La Felicite,Paris
1382,Hotel Europe Saint Severin,48.85271,2.34425,Paris,40 Rue Saint Severin,Paris
1383,Pullman Paris Montparnasse,48.83835,2.32077,Paris,19 Rue Du Commandant Mouchotte,Paris
1384,Campanile Epinay Sur Orge,48.67661,2.33632,Epinay-Sur-Orge,Rue Du Grand Vaux,Paris
1385,Ibis Paris Maine Montparnasse 14Th,48.83378,2.32286,Paris,160 Rue Du Chateau,Paris
1386,Hotel Parc Saint Severin,48.85183,2.3448,Paris,22 Rue De La Parcheminerie,Paris
1387,Ibis Budget Paris Porte De Bercy,48.82515,2.39397,Charenton Le Pont,"2, Place De L Europe, Paris Bercy 2",Paris
1388,Libertel Austerlitz,48.84237,2.36319,Paris,12 Boulevard De L Hopital,Paris
1389,Ibis Styles Meaux Centre,48.9569,2.87744,Meaux,27 Place Jean Bureaux,Paris
1390,Grand Hotel Du Palais Royal,48.86315,2.33781,Paris,No 4 Rue De Valois,Paris
1391,B&B Home Rueil-Malmaison Gare,48.89043,2.17423,Rueil Malmaison,17 Rue Francois Jacob,Paris
1392,B&B Hotel Paris Ivry Quai De Seine,48.82331,2.38615,Ivry-Sur-Seine,13 Rue Francois Mitterrand,Paris
1393,La Maison Champs Elysees,48.86659,2.309,Paris,8 Rue Jean Goujon,Paris
1394,Hotel Aoriste,48.86483,2.33658,Paris,22 Rue De Richelieu,Paris
1395,Sejours Affaires Grande Arche,48.89888,2.23667,Courbevoie,11 Allee Des Tilleuls,Paris
1396,Hotel Villa Escudier,48.84353,2.24095,Paris Boulogne,64 Rue Escudier,Paris
1397,Hotel Elysees Bassano,48.86893,2.29743,Paris,24 Rue De Bassano,Paris
1399,Hotel France Louvre,48.8565,2.35618,Paris,40 Rue De Rivoli,Paris
1400,Abbatial Saint Germain,48.84976,2.35061,Paris,"46, Bd Saint-Germain",Paris
1401,Courtyard Paris Porte De Versailles,48.82972,2.28411,Issy Les Moulineaux,5 Rue Ernest Renan,Paris
1403,La Clef Louvre Paris,48.86399,2.33624,Paris,8 Rue De Richelieu,Paris
1404,New Hotel Republique,48.86613,2.36827,Paris,22 Rue Du Grand Prieure,Paris
1405,Bw Saint Louis - Grand Paris Vincennes,48.84496,2.43508,Vincennes,2 Bis Rue Robert Giraudineau,Paris
1406,Maison Boissiere Barnes Residences,48.86751,2.28862,Paris,49 Rue Boissiere,Paris
1407,Novotel Paris La Defense,48.88805,2.25304,La Defense,"2 Boulevard De Neuilly, La Defense 1",Paris
1408,Hc 10 Opera Hotel,48.8719,2.33507,Paris,10 Rue De Helder,Paris
1409,Hotel Indigo Paris - Opera,48.87067,2.32946,Paris,2 Rue Edouard Vii,Paris
1410,H?Tel Lancaster Paris Champs Elys?Es,48.87228,2.30381,Paris,7 Rue De Berri,Paris
1411,Appart Hotel Zenao Montreuil,48.85975,2.44532,Montreuil,34 Rue Gaston Lauriau,Paris
1412,City Residence Ivry,48.81792,2.39814,Ivry Sur Seine,Bd Paul Vaillant Couturier 60,Paris
1413,Hotel Pastel Paris,48.86842,2.28918,Paris,79 Rue De Lauriston,Paris
1414,Renaissance Paris Vendome,48.86544,2.32961,Paris,4 Rue De Mont Thabor,Paris
1416,Hotel Du Midi Paris,48.83307,2.33262,Paris,4 Avenue Rene Coty,Paris
1417,B&B Hotel Pontault Combault,48.78323,2.61515,Pontault Combault,96 Rue Des Pres Saint Martin,Paris
1418,Hotel Litteraire Arthur Rimbaud,48.87095,2.35571,Paris,6 Rue Gustave Goublier,Paris
1419,Ibis Styles Puteaux Paris La Defense,48.88587,2.22983,Puteaux,97 Av Du General De Gaulle,Paris
1420,Ibis Paris Gare De L'Est Tgv,48.87553,2.35838,Paris,6 Rue Saint Laurent,Paris
1421,Mercure Paris Pasteur,48.83762,2.30639,Paris,10 Rue Gager Gabillot,Paris
1422,Hotel Bleu De Grenelle,48.84894,2.29853,Paris,140 To 142 Boulevard De Grenelle,Paris
1423,Novotel Paris Creteil Le Lac,48.7806,2.44727,Creteil,Rue Jean Gabin,Paris
1424,Mercure Paris Gare Montparnasse,48.83996,2.32365,Paris,20 Rue De La Gaite,Paris
1425,B&B Hotel Orly Chevilly Marche Internati,48.7658,2.35869,Chevilly-Larue,"3 Rue Jean Ferrat, Zac Petit Leroy",Paris
1426,Ibis Styles Paris Nation,48.85512,2.40953,Paris,36 Rue De La Croix Saint Simon,Paris
1427,Best Western Blanche De Castil,48.52904,2.01243,Dourdan,7 Rue Demetz,Paris
1428,Hotel Chateau Voltaire,48.8662,2.3328,Paris,55-57 Rue Saint Roch,Paris
1429,Le Lampika,48.8338,2.3312,Paris,28 Place Denfert Rochereau,Paris
1430,1 Place Vendome,48.86692,2.32849,Paris,1 Place Vendome,Paris
1431,All Suites Appart Hotel Paris Ouest Colo,48.93311,2.27233,Colombes,1 Allee Louise Michel,Paris
1432,B&B Hotel Argenteuil,48.93347,2.23853,Paris,114 Quai De Bezons,Paris
1433,Kyriad Combs-La-Ville - Senart,48.64972,2.5693,Combs-La-Ville,4 Rue Rene Dumont,Paris
1434,Adagio Access Paris P. Auguste,48.85883,2.39107,Paris,12 Rue Pierre Bayle,Paris
1435,Adagio Paris Montmartre,48.8834,2.34279,Paris,10 Place Charles Dullin,Paris
1436,La Maison Favart,48.8708,2.33737,Paris,"5, Rue De Marivaux",Paris
1437,Citadines Les Halles Paris,48.86063,2.34689,Paris,4 Rue Des Innocents,Paris
1438,Sofitel Paris Arc De Triomphe,48.87505,2.30134,Paris,14 Rue Beaujon,Paris
1439,Melia Paris Vendome,48.8668,2.32582,Paris,"8, Rue Cambon",Paris
1440,Le Grand Pavillon Chantilly,49.19602,2.51359,Vineuil Saint Firmin,4 Rte De Senlis,Paris
1441,Hotel Gavarni,48.85869,2.28273,Paris,5 Rue Gavarni,Paris
1442,Best Western Plus Bretagne Montparnasse,48.83531,2.32065,Paris,33 Rue Raymond Losserand,Paris
1443,Grand Pigalle Experimental,48.88087,2.33743,Paris,29 Rue Victor Masse,Paris
1444,Zelie Hotel Champs-Elysees,48.87679,2.29483,Paris,23 Rue Brey,Paris
1445,Hotel Madrigal,48.84214,2.31277,Paris,32 Boulevard Pasteur,Paris
1446,Novotel Paris East Hotel,48.86333,2.41511,Bagnolet,1 Ave De La Republique,Paris
1447,Hotel Providence,48.86923,2.35644,Paris,90 Rue Rene Boulange,Paris
1448,Hotel Terre Neuve,48.85438,2.39821,Paris,22 Bis Rue Terre Neuve,Paris
1449,Hotel Kyriad Paris Bezons - La Defense,48.93138,2.2122,Bezons,80 Avenue Gabriel Peri,Paris
1450,Ibis Budget Paris La Villette,48.88427,2.37581,Paris,57 63 Avenue Jean Jaures,Paris
1451,Gardette Park Hotel,48.861,2.37891,Paris,Rue Du General Blaise 1,Paris
1452,Mercure Paris Val De Fontenay,48.85431,2.48827,Fontenay Sous Bois,Avenue Des Olympiades,Paris
1453,Mercure Paris Velizy,48.77904,2.21512,Velizy Villacoublay,22 Avenue De L Europe,Paris
1454,Courtyard Paris Creteil,48.76798,2.46406,Creteil,2 Rue Daniel Costantini,Paris
1455,Hotel Diva Opera,48.87336,2.34511,Paris,11 Rue De Trevise,Paris
1456,Adagio Porte De Versailles,48.83106,2.28104,Issy Les Moulineaux,16 Rue Eliane Jeannin Garreau,Paris
1457,Hotel Ducs De Bourgogne,48.86035,2.34405,Paris,19 Rue Du Pont Neuf,Paris
1458,Hotel Pulitzer Paris,48.87322,2.34288,Paris,23 Rue Du Faubourg Montmarte,Paris
1459,Le Burgundy Paris,48.86797,2.32579,Paris,8 Rue Duphot,Paris
1460,Novotel Poissy Orgeval,48.92487,1.99567,Orgeval,482 Route De Quarante Sous,Paris
1461,Hotel De Sers,48.86823,2.30038,Paris,41 Ave Pierre 1Er De Serbie,Paris
1462,Du Jardin Des Plantes,48.84399,2.35466,Paris,5 Rue Linne,Paris
1463,Hotel Verneuil St Germain,48.85734,2.33143,Paris,8 Rue De Verneuil,Paris
1464,Citizenm Paris Opera,48.86907,2.34378,Paris,18 Rue Du Croissant,Paris
1465,Belloy St Germain,48.85039,2.34225,Paris,2 Rue Racine,Paris
1466,Bridgestreet Opera Serviced Apartments,48.87699,2.32191,Paris,8 Rue Tronson Du Coudray,Paris
1467,Hotel Acropole,48.82341,2.3251,Paris,199 Boulevard Brune,Paris
1468,Tribe Paris Pantin,48.89513,2.40036,Pantin,70 Avenue Du General Leclerc,Paris
1469,Audran,48.88531,2.33596,Paris,7 Rue Audran,Paris
1470,Hotel Odeon Saint Germain,48.85146,2.33753,Paris,13 Rue Saint Sulpice,Paris
1471,Villathena,48.87789,2.32762,Paris,23 Rue D Athenes,Paris
1472,Hotel Hiro,48.8762,2.29592,Paris,7 Rue Brey,Paris
1473,Le Louis Versailles Chateau,48.80203,2.12899,Versailles,2 Bis Avenue De Paris,Paris
1474,Drawing House,48.83729,2.32005,Paris,21 Rue Vercingetorix,Paris
1475,Hotel Star Champs Elysees,48.87718,2.29368,Paris,18 Rue De Larc De Triomphe,Paris
1476,Villa Des Ternes Hotel,48.88038,2.28587,Paris,97 Avenue Des Ternes,Paris
1477,Mercure Paris 9 Pigalle Sacre-Coeur,48.8824,2.33653,Paris,21 Boulevard De Clichy,Paris
1478,55 Montparnasse,48.8336,2.31771,Paris,55 Rue De Plaisance,Paris
1479,Paris Opera Affiliated By Melia,48.8715,2.34259,Paris,"3, Bld Montmartre",Paris
1480,Hotel Le Placide,48.84988,2.32432,Paris,6 Rue Saint Placide,Paris
1481,Hotel Boileau,48.84075,2.26242,Paris,81 Rue Boileau,Paris
1482,Adagio Access La Defense Puteaux,48.88495,2.24429,Puteaux,70 Rue Roque De Fillol,Paris
1483,Appart City Collction Paris Gare De Lyon,48.84251,2.38492,Paris,114 Avenue Daumesnil,Paris
1484,Timhotel Opera Blanche,48.88285,2.33412,Paris,34 Rue Pierre Fontaine,Paris
1485,Moxy Paris Clamart,48.78071,2.24235,Clamart,Avenue Du General De Gaulle,Paris
1486,Hotel Bastille Speria,48.85394,2.3675,Paris,1 Rue De La Bastille,Paris
1487,Ibis Budget Mlv Noisy Le Grd,48.83807,2.55086,Noisy Le Grand,9 Rue De L Universite,Paris
1488,Pergolese,48.87574,2.2863,Paris,3 Rue Pergolese,Paris
1489,Hotel Le Relais Des Halles,48.86321,2.34891,Paris,26 Rue Pierre Lescot,Paris
1490,J.K. Place Paris,48.86119,2.32161,Paris,82 Rue De Lille,Paris
1491,Nemea Appart Hotel Velizy Europe,48.77942,2.21318,Velizy,26 Avenue De L Europe,Paris
1492,Edouard 7 Paris Opera,48.86834,2.33307,Paris,"""39 Avenue De LOpera""",Paris
1493,Yuna Montmartre Hotel Ap,48.89005,2.34513,Paris,5 Rue Du Baigneur,Paris
1494,The People Paris Belleville,48.87004,2.37893,Paris,59 Boulevard De Belleville,Paris
1495,Mercure Paris 17 Batignolles,48.88814,2.30683,Paris,118 Rue De Tocqueville,Paris
1496,Fraser Suites Harmonie Paris La Defense,48.88788,2.25222,Courbevoie,4 Boulevard De Neuilly,Paris
1497,Hotel De France Gare De Lyon Bastille,48.84764,2.37198,Paris,12 Rue De Lyon,Paris
1498,Hotel Le Marianne,48.87261,2.30757,Paris,11 Rue Paul Baudry,Paris
1499,Hotel Baume 4 Star,48.85029,2.33927,Paris,7 Rue Casimir Delavigne,Paris
1500,Paris Lafayette,48.87641,2.34905,Paris,23 Rue Des Messageries,Paris
1501,Aida Opera,48.87396,2.34686,Paris,11 Rue Richer,Paris
1502,Hotel Mercure Paris Suresnes Longchamp,48.87066,2.22483,Suresnes,30 Avenue General De Gaulle,Paris
1503,Hotel Des Deux Iles,48.85232,2.35496,Paris,59 Rue Saint Louis,Paris
1504,Alpha Paris Eiffel By Patrick Hayat,48.8351,2.24682,Boulogne Billancourt,26 Rue Emile Landrin,Paris
1505,Maison Colbert Melia Collection,48.85152,2.34869,Paris,"""7, Rue De LHotel Colbert""",Paris
1506,Ibis Gare De Lyon Diderot 12Th,48.84632,2.37645,Paris,31 Bis Bd Diderot,Paris
1507,La Villa Haussmann,48.87532,2.31673,Paris,132 Boulevard Haussmann,Paris
1508,Hotel Regent'S Garden - Astotel,48.87989,2.29183,Paris,6 Rue Pierre Demours,Paris
1509,Campanile Melun Sud - Dammarie Les Lys,48.51531,2.62653,Dammarie Les Lys,346 Rue Bernard De Poret,Paris
1510,Residhome Paris Gare De Lyon,48.84192,2.38398,Paris,47 Rue Jorge Semprun,Paris
1511,Hotel Gramont,48.87056,2.33698,Paris,22 Rue Gramont,Paris
1512,Adagio Paris Haussmann,48.875,2.31334,Paris,129- 131 Boulevard Haussmann,Paris
1513,Mercure Paris Alesia,48.82373,2.3241,Paris,185 Boulevard Brune,Paris
1514,Hotel 123 Elysees - Astotel,48.87306,2.30978,Paris,123 Rue Du Faubourg St. Honore,Paris
1515,Hotel Ile De France Opera,48.86892,2.3347,Paris,26 Rue St Augustin,Paris
1516,Ibis Styles Paris Buttes Chaumont Hotel,48.88457,2.3793,Paris,4 Rue Petit,Paris
1517,Villa Des Pres,48.85349,2.33641,Paris,29 Rue De Buci,Paris
1518,Hotel Delavigne,48.85065,2.33933,Paris,1 Rue Casimir Delavigne,Paris
1519,Mercure Opera Gd Boulevards,48.87394,2.35008,Paris,42 Rue Des Petites Ecuries,Paris
1520,Ibis Paris Gare De L Est 10 Eme,48.87523,2.35847,Paris,5 Rue Saint Laurent,Paris
1521,Hotel La Nouvelle Republique,48.86695,2.3795,Paris,9 Rue Moret,Paris
1522,Timhotel Invalides Eiffel,48.85933,2.31046,Paris,35 Blvd De La Tour Maubourg,Paris
1523,Hotel Le 209 Paris Bercy,48.83928,2.38913,Paris,209 Rue De Charenton,Paris
1524,Le Relais Saint Jacques Hotel,48.84299,2.34226,Paris,3 Rue De L Abbe De L Epee,Paris
1525,Relais Du Marais,48.86639,2.36071,Paris,76 Rue Turbigo,Paris
1526,Parister,48.87531,2.34436,Paris,19 Rue Saulnier,Paris
1527,Hotel La Regence-Paris La Defense,48.89399,2.24779,Courbevoie,69 Avenue Gambetta,Paris
1528,De Notre Dame,48.85039,2.34946,Paris,"19, Rue Maitre Albert",Paris
1529,Mercure Paris Bercy Bibliotheq,48.83736,2.37299,Paris,6 Boulevard Vincent Auriol,Paris
1530,Hotel Opera D Antin,48.87422,2.33201,Paris,75 Rue De Provence,Paris
1531,Hotelf1 Roissy Cdg,48.98898,2.5135,Roissy Charles De Gaulle,"335 Rue De La Belle Etoile Building 2, Zac Paris Nord 2 Roissy En France Cedex",Paris
1532,Maison Cassandre,48.88497,2.32652,Paris,15 Avenue De Clichy,Paris
1533,Longchamp Elysees,48.86529,2.28347,Paris,"68 Rue De Longchamp, Ile De France",Paris
1534,Hotel Du Prince Eugene,48.85066,2.39242,Paris,Boulevard Voltaire 247,Paris
1535,Hotel Duret,48.87525,2.28659,Paris,30 Rue Duret,Paris
1536,Hotel Regina Louvre Lvx,48.86383,2.33248,Paris,2 Place Des Pyramides,Paris
1537,Hotel Lord Byron,48.87324,2.30229,Paris,5 Rue Chateaubriand,Paris
1538,Ibis Saint Quentin En Yvelines Velodrome,48.78928,2.03554,Montigny Le Bretonneux,2 Place De La Paix Celeste,Paris
1539,Yays Paris Issy By Numa,48.82161,2.26503,Paris,20 Avenue Bourgain,Paris
1540,Courtyard Colombes Marriott,48.91243,2.23122,Colombes,91 Bld Charles De Gaulle,Paris
1541,Hotel Elixir,48.85841,2.34647,Paris,"7, Rue Jean-Lantier",Paris
1542,Campanile Prime Paris 19 - La Villette,48.89338,2.37987,Paris,147-151 Rue De Flandre,Paris
1543,Campanile Prime - Arcueil,48.80539,2.32581,Arcueil,73 Av Aristide Briand,Paris
1544,Saint Christophe,48.84366,2.35261,Paris,"17, Rue Lacepede",Paris
1545,De Lille,48.85851,2.32991,Paris,40 Rue De Lille,Paris
1546,Campanile Prime - Pantin,48.89115,2.4034,Pantin,"62-64, Avenue, Jean-Lolive",Paris
1547,Hotel Costes,48.86676,2.32795,Paris,7 Rue De Castiglione,Paris
1548,B&B Hotel Paris Est - Bondy,48.90546,2.47897,Bondy,90 Avenue Du General Gallieni,Paris
1549,Sejours Affaires Saint Mande,48.84971,2.41724,Montreuil,72 Rue Claude Erignac,Paris
1550,Adagio La Defense Le Parc,48.8972,2.23622,Courbevoie,1 Rue Des Lilas D Espagne,Paris
1551,Libertel Gare Du Nord Suede,48.87799,2.35478,Paris,106 Bd De  Magenta,Paris
1552,Premiere Classe Saint Ouen L Aumone,49.03413,2.11698,St-Ouen L Aum One,Cite De L  Auto,Paris
1553,Ibis Styles Paris Pte Orleans,48.81899,2.32582,Montrouge,41 Avenue Aristide Briand,Paris
1554,Hotel Le Twelve,48.84647,2.40626,Paris,82 Avenue Du Docteur Arnold Netter,Paris
1555,B&B Hotel Paris Test,48.85834,2.28419,Paris,1 Rue Test,Paris
1556,Mercure Paris Lyon Bastille,48.8469,2.37283,Paris,3 Rue Parrot,Paris
1557,Quality Aparthotel Choisy Orly Airport,48.75273,2.40597,Choisy Le Roi,133 Av. Du Marechal De Lattre,Paris
1558,Hc Hotel Atrium,48.86688,2.22079,Suresnes,72 Boulevard Henri Sellie,Paris
1559,Hotel Relais Bosquet By Malone,48.85626,2.30519,Paris,19 Rue Du Champ De Mars,Paris
1560,Harvey,48.87788,2.28656,Paris,7 Rue Du Debarcadere,Paris
1561,Hc Hotel Josephine,48.88226,2.33178,Paris,67 Rue Blanche,Paris
1562,L Opale Noire,48.85893,2.32344,Paris,20 Rue De Bellechasse,Paris
1563,Hotel St Ouen L Aumone,49.04731,2.1343,Saint Ouen Laumone,4 Allee Des 3 Caravelles,Paris
1564,Okko Hotels Paris Rueil-Malmaison,48.88713,2.17366,Rueil Malmaison,109 Avenue Victor Hugo,Paris
1565,Baba Hotel,48.89537,2.34734,Paris,15 Rue Du Roi D Alger,Paris
1566,Muguet,48.85568,2.30889,Paris,11 Rue Chevert,Paris
1567,Hotel Cabane,48.8338,2.31764,Paris,76 Rue Raymond Losserand,Paris
1568,Cinepole,48.81913,2.47868,Joinville Le Pont,Avenue Des Platanes 8,Paris
1569,Hc Le R. Kipling Hotel,48.88204,2.33168,Paris,65 Rue Blanche,Paris
1570,Le Clark Hotel,48.86441,2.36625,Paris,16 Bd Du Temple,Paris
1571,Grand Hotel Champs Elysees,48.87269,2.29694,Paris,78 Avenue Marceau,Paris
1572,Le Petit Paris,48.84526,2.34242,Paris,214 Rue Saint-Jacques,Paris
1573,Adagio Access Colombes La Defense,48.91501,2.22756,Colombes,2 Rue Pierre Expert,Paris
1574,Hotel L Ormaie,48.86723,2.28792,Paris,97 Rue Lauriston,Paris
1575,Hotel Barnett Paris,48.89165,2.33454,Paris,193 Rue Marcadet,Paris
1576,Hotel Orchidee,48.8358,2.31677,Paris,65 Rue De L Ouest,Paris
1578,Mercure Paris Centre Eiffel Tower,48.85521,2.29201,Paris,20 Rue Jean Rey,Paris
